sample_id	begin	end	type	extraction	mistake_type
358	86	96	location-GPE	Levenmouth	FP
358	153	163	location-GPE	Windygates	FP
358	49	55	location-GPE	Methil	FP
358	127	133	location-GPE	Wemyss	FP
358	142	150	location-GPE	Largo Bay	FP
358	49	55	location-other	Methil	FN
358	127	133	location-other	Wemyss	FN
358	118	123	location-other	Leven	FN
358	86	96	location-other	Levenmouth	FN
358	109	117	location-other	Kennoway	FN
358	153	163	location-other	Windygates	FN
358	142	150	location-other	Largo Bay	FN
359	39	52	person-artist/author	Liliana Cavani	FP
359	18	35	person-other	Francesco di Assisi	FP
359	88	101	person-artist/author	Liliana Cavani	FP
359	18	35	art-film	Francesco di Assisi	FN
359	39	52	person-actor	Liliana Cavani	FN
359	59	86	other-award	`` Angelo alla carriera '' Award	FN
359	88	101	person-actor	Liliana Cavani	FN
360	3	11	product-car	GT26CW-2	FP
360	3	11	product-train	GT26CW-2	FN
363	23	42	art-film	The Road to Guantánamo	FP
363	60	91	art-film	Sex & amp ; Drugs & amp ; Rock & amp ; Roll	FP
363	45	52	person-artist/author	Ian Dury	FP
363	23	42	art-other	The Road to Guantánamo	FN
363	60	91	art-other	Sex & amp ; Drugs & amp ; Rock & amp ; Roll	FN
364	0	4	organization-other	Hale	FP
368	123	135	location-GPE	South America	FP
368	123	135	location-other	South America	FN
369	88	98	location-GPE	Las Colinas	FP
369	88	98	organization-company	Las Colinas	FN
370	111	113	organization-politicalparty	DK	FP
371	27	48	product-airplane	de Havilland Hornet Mk.I	FP
371	29	48	product-airplane	Havilland Hornet Mk.I	FN
372	57	68	organization-media/newspaper	Food Network	FP
372	57	68	product-software	Food Network	FN
374	53	74	location-GPE	United States of America	FP
374	229	252	location-GPE	People ’ s Republic of China	FP
374	160	181	location-GPE	United States of America	FP
374	129	150	other-law	Smoot-Hawley Tariff Act	FP
374	84	90	location-GPE	Boston	FP
374	81	98	event-protest	The Boston Tea Party	FN
374	126	150	other-law	The Smoot-Hawley Tariff Act	FN
374	226	252	location-GPE	The People ’ s Republic of China	FN
374	157	181	location-GPE	the United States of America	FN
374	50	74	location-GPE	the United States of America	FN
375	119	131	location-GPE	Maine Central	FP
375	3	26	location-road/railway/highway/transit	Monson and Athens Railroad	FP
375	12	26	location-road/railway/highway/transit	Athens Railroad	FN
375	3	9	location-road/railway/highway/transit	Monson	FN
375	119	124	location-GPE	Maine	FN
377	14	21	organization-sportsteam	Indians	FP
377	14	21	location-GPE	Indians	FN
380	3	10	location-GPE	Belfast	FP
380	52	67	organization-company	Harland and Wolff	FP
380	62	67	organization-company	Wolff	FN
380	0	16	building-other	The Belfast gantry	FN
380	52	59	organization-company	Harland	FN
381	7	16	organization-sportsteam	Mardy Fish	FP
381	7	16	person-athlete	Mardy Fish	FN
386	0	9	other-medical	Culturing	FP
387	149	158	organization-media/newspaper	Billboard	FN
387	84	92	person-artist/author	Peniston	FN
389	8	17	person-artist/author	Emily Carr	FP
389	0	17	art-painting	Traces of Emily Carr	FN
391	31	41	building-other	Drop Tower :	FP
391	41	51	location-other	Scream Zone	FN
391	31	40	location-other	Drop Tower	FN
392	114	117	art-writtenart	The	FP
392	0	8	person-other	Berryman	FP
392	88	105	organization-other	Boar 's Head Society	FP
392	60	78	organization-other	Philolexian Society	FP
392	60	78	organization-education	Philolexian Society	FN
392	88	105	organization-education	Boar 's Head Society	FN
392	0	8	person-artist/author	Berryman	FN
392	114	131	organization-media/newspaper	The Columbia Review	FN
394	20	38	building-airport	Seattle Boeing Field	FP
394	20	38	location-GPE	Seattle Boeing Field	FN
395	10	20	other-medical	amantadine	FP
395	85	95	other-medical	amantadine	FP
395	121	130	other-disease	influenza	FP
395	10	20	product-other	amantadine	FN
395	85	95	product-other	amantadine	FN
395	121	131	other-disease	influenza A	FN
397	31	42	person-artist/author	Chuck McCann	FP
397	31	42	person-actor	Chuck McCann	FN
398	4	16	person-other	Samuel Beatty	FP
398	4	16	person-soldier	Samuel Beatty	FN
399	0	12	location-GPE	New York State	FP
399	0	7	location-GPE	New York	FN
399	155	171	organization-other	Social Impact Bond	FN
400	39	46	location-GPE	Indians	FP
400	68	77	location-GPE	Fort Union	FP
400	68	77	building-other	Fort Union	FN
401	91	114	building-hospital	St Bartholomew 's Hospital	FP
401	91	114	organization-education	St Bartholomew 's Hospital	FN
402	10	14	organization-government/governmentagency	NYPL	FP
402	10	14	building-library	NYPL	FN
403	23	29	location-park	Puracé	FP
403	23	29	location-mountain	Puracé	FN
404	24	45	building-sportsfacility	American Airlines Arena	FP
404	24	45	location-other	American Airlines Arena	FN
405	70	78	person-other	Molecule	FP
405	12	19	person-other	Strange	FP
405	106	114	person-other	Molecule	FP
405	5	12	person-other	Sheriff	FP
405	5	19	person-other	Sheriff Strange	FN
405	32	43	other-god	Emperor Doom	FN
405	67	81	art-other	the Molecule Man	FN
407	0	15	product-software	Oracle WebCenter	FP
407	0	15	organization-company	Oracle WebCenter	FN
408	37	41	organization-government/governmentagency	NATO	FP
408	0	6	location-GPE	Kosovo	FN
408	37	41	organization-other	NATO	FN
409	48	55	location-GPE	Grugith	FP
409	88	98	location-GPE	Polkernogo	FP
409	33	38	person-other	Three	FP
409	88	98	location-other	Polkernogo	FN
410	16	30	organization-politicalparty	Rally for France	FP
410	13	30	organization-politicalparty	the Rally for France	FN
411	20	45	other-educationaldegree	master 's degree in chemistry	FN
412	107	117	location-bodiesofwater	Shasta Lake	FP
412	107	126	location-bodiesofwater	Shasta Lake reservoir	FN
413	8	14	organization-company	Wire FM	FP
413	102	118	organization-company	The Wireless Group	FP
413	105	118	organization-company	Wireless Group	FN
413	8	14	organization-media/newspaper	Wire FM	FN
414	105	111	person-politician	Stalin	FP
414	61	78	person-politician	Vyacheslav Molotov	FP
414	44	58	person-politician	Georgy Malenkov	FP
414	105	111	person-other	Stalin	FN
414	61	78	person-other	Vyacheslav Molotov	FN
414	44	58	person-other	Georgy Malenkov	FN
415	31	44	location-GPE	Allumettières	FP
415	28	44	location-road/railway/highway/transit	des Allumettières	FN
416	55	61	organization-company	Ingram	FP
417	11	21	person-other	Sam Robards	FP
417	0	8	person-other	Suzy Amis	FP
417	0	8	person-artist/author	Suzy Amis	FN
417	11	21	person-actor	Sam Robards	FN
418	52	64	location-GPE	North Berwick	FP
418	57	64	location-GPE	Berwick	FN
419	17	31	other-educationaldegree	BA in Philosophy	FP
419	17	19	other-educationaldegree	BA	FN
420	40	62	building-other	Royal Ordnance Factories	FP
421	52	70	location-GPE	Harrow-on-the-Hill	FP
421	52	70	location-other	Harrow-on-the-Hill	FN
422	59	68	person-other	Gai-Luron	FP
422	0	9	art-writtenart	Gai-Luron	FP
422	59	68	art-painting	Gai-Luron	FN
422	0	9	art-painting	Gai-Luron	FN
423	0	11	person-other	Omar Mukhtar	FP
424	46	52	organization-other	UNESCO	FP
424	23	30	location-GPE	Tallinn	FP
424	0	4	person-politician	Lumi	FN
424	46	52	organization-government/governmentagency	UNESCO	FN
424	23	39	location-GPE	Tallinn 's Old Town	FN
426	80	83	location-GPE	May	FP
426	130	144	product-food	Palmer biscuits	FP
426	120	127	product-food	Huntley	FP
426	86	98	location-GPE	Witherington	FP
426	120	127	person-other	Huntley	FN
426	86	98	person-other	Witherington	FN
426	130	136	person-other	Palmer	FN
426	80	83	person-other	May	FN
428	83	89	organization-showorganization	Quemar	FN
429	45	53	other-livingthing	Rosaceae	FP
433	0	9	person-politician	Menander I	FP
433	91	99	person-other	Menander	FP
433	48	60	art-writtenart	Milinda Panha	FP
433	48	60	location-GPE	Milinda Panha	FN
434	83	86	event-sportsevent	NHL	FP
434	83	86	organization-sportsleague	NHL	FN
438	81	102	organization-politicalparty	Communist Party of China	FP
438	4	9	person-politician	Liang	FP
438	97	102	location-GPE	China	FN
438	4	9	person-other	Liang	FN
438	81	95	organization-politicalparty	Communist Party	FN
440	23	34	person-artist/author	Velvet Crush	FP
440	23	34	art-music	Velvet Crush	FN
443	8	13	product-software	Yahoo	FP
443	8	13	organization-media/newspaper	Yahoo	FN
444	106	110	organization-education	Shib	FP
444	106	127	organization-education	Shib chandra High school	FN
445	0	9	art-writtenart	Fausto 5.0	FP
445	0	9	art-film	Fausto 5.0	FN
446	30	46	other-currency	South African Rand	FP
446	58	63	other-livingthing	rhino	FN
446	19	46	other-currency	R6.6 million South African Rand	FN
447	22	34	person-other	Oscar Brown Jr	FP
447	149	161	person-politician	Oscar Brown Jr	FP
447	22	35	person-artist/author	Oscar Brown Jr .	FN
447	149	161	person-artist/author	Oscar Brown Jr	FN
449	0	19	building-other	McGuire Air Force Base	FP
449	226	229	location-GPE	CDP	FP
449	0	19	organization-other	McGuire Air Force Base	FN
450	63	70	product-weapon	Pattern	FP
450	70	80	product-weapon	1842 musket	FN
456	6	14	person-artist/author	Huseynov	FP
456	6	14	person-other	Huseynov	FN
457	123	133	person-other	Borgslayer	FP
457	123	133	organization-other	Borgslayer	FN
457	63	75	product-game	Season Finale	FN
458	60	64	location-GPE	East	FP
458	89	102	organization-media/newspaper	Azteca America	FP
458	89	119	organization-media/newspaper	Azteca America television network	FN
458	60	84	building-other	East Coast flagship station	FN
458	25	28	organization-media/newspaper	VHF	FN
460	0	14	art-film	An Imperfection	FP
461	295	331	organization-education	Faculty of Teaching and Science Education	FP
461	389	413	organization-education	University of North Sumatra	FN
462	24	26	event-sportsevent	FA	FP
462	24	26	organization-sportsleague	FA	FN
463	42	48	other-language	Arabic	FP
463	32	39	other-language	English	FP
463	32	39	location-GPE	English	FN
463	42	48	location-GPE	Arabic	FN
463	69	74	other-currency	5 Mils	FN
464	97	107	location-road/railway/highway/transit	Hine Street	FP
464	64	90	location-road/railway/highway/transit	White River Parkway East Drive	FP
464	64	107	location-road/railway/highway/transit	White River Parkway East Drive between Hine Street	FN
465	98	110	building-other	Regent Bridge	FP
465	53	57	person-politician	John	FP
465	53	69	person-politician	John Marjoribanks	FN
465	98	110	location-other	Regent Bridge	FN
466	54	89	organization-education	Norwegian Academy of Science and Letters	FP
466	16	48	organization-education	American Academy of Arts and Sciences	FP
466	16	48	organization-other	American Academy of Arts and Sciences	FN
466	54	89	organization-other	Norwegian Academy of Science and Letters	FN
467	148	154	other-astronomything	G-type	FP
471	69	86	product-other	Timex Sinclair 1000	FP
471	114	115	other-currency	$	FP
471	69	100	organization-company	Timex Sinclair 1000 ( TS1000 ) TS1000	FN
476	12	36	organization-other	Administrative Commission	FN
479	7	33	event-sportsevent	Badminton Asia Championships	FP
479	3	33	event-sportsevent	2019 Badminton Asia Championships	FN
480	36	42	location-GPE	Norway	FP
480	54	63	location-GPE	Stavanger	FP
480	54	63	organization-company	Stavanger	FN
480	36	44	location-GPE	Norway 's	FN
482	60	67	location-GPE	Pauwela	FP
482	41	46	location-GPE	Pāʻia	FP
489	43	49	location-GPE	Agudat	FP
492	3	11	organization-other	U.S. Navy	FP
492	3	11	organization-government/governmentagency	U.S. Navy	FN
493	110	115	product-other	PRV V6	FP
493	110	121	product-other	PRV V6 engine	FN
495	20	28	other-disease	COVID-19	FP
495	155	169	building-sportsfacility	Nippert Stadium	FP
495	155	169	building-other	Nippert Stadium	FN
495	20	36	event-disaster	COVID-19 pandemic	FN
496	20	24	location-GPE	Urdu	FN
497	52	61	organization-other	Wehrmacht	FP
497	52	61	organization-government/governmentagency	Wehrmacht	FN
498	8	13	organization-other	S Club	FP
498	14	21	person-athlete	Stevens	FP
498	14	21	person-other	Stevens	FN
498	8	14	organization-showorganization	S Club 7	FN
499	45	52	organization-company	Ferrari	FP
499	31	34	organization-company	BRM	FP
499	31	38	product-car	BRM 's V8	FN
499	45	52	product-car	Ferrari	FN
499	78	80	event-sportsevent	F1	FN
501	79	85	organization-government/governmentagency	Bureau	FN
503	29	37	location-GPE	Rhodopes	FP
503	29	37	location-mountain	Rhodopes	FN
507	0	8	person-athlete	Jennings	FP
508	7	11	organization-other	WHOT	FP
508	7	11	organization-government/governmentagency	WHOT	FN
509	45	80	event-other	Moratorium to End the War in Vietnam march	FP
509	45	75	event-other	Moratorium to End the War in Vietnam	FN
509	0	2	person-other	On	FN
511	0	7	location-GPE	Village	FP
512	70	80	location-road/railway/highway/transit	M3 motorway	FP
512	18	22	location-GPE	Cove	FP
512	70	72	location-road/railway/highway/transit	M3	FN
512	18	22	location-bodiesofwater	Cove	FN
514	12	38	building-library	Cambridge University Library	FN
515	0	7	person-scholar	Deloria	FP
515	0	7	person-artist/author	Deloria	FN
517	10	16	location-GPE	A.K.A.	FP
517	2	7	art-writtenart	Grain	FP
517	2	7	art-painting	Grain	FN
519	45	51	location-island	Rainey	FP
524	15	27	organization-other	Metropolitan	FP
524	15	50	organization-other	Metropolitan Transportation Authority	FN
525	0	6	other-disease	Mutism	FN
526	40	44	location-GPE	East	FP
526	52	61	location-GPE	Yorkshire	FP
526	40	61	location-other	East Riding of Yorkshire	FN
528	71	79	location-GPE	Pompeian	FP
528	13	18	person-politician	Sulla	FP
528	13	18	person-soldier	Sulla	FN
529	17	26	art-writtenart	Billboard	FP
529	64	66	person-artist/author	Ed	FN
529	17	26	art-other	Billboard	FN
531	9	16	organization-company	Cheddar	FP
531	9	18	building-other	Cheddar 's	FN
533	16	33	other-educationaldegree	Bachelor of Science	FP
533	49	101	organization-education	Cornell University College of Agriculture and Life Sciences	FP
533	140	145	other-educationaldegree	M.B.A	FP
533	140	146	other-educationaldegree	M.B.A .	FN
533	49	86	organization-education	Cornell University College of Agriculture	FN
534	51	69	location-GPE	Ganjimutt Panchayat	FP
534	30	48	location-GPE	Kandavara Panchayat	FP
534	51	69	person-other	Ganjimutt Panchayat	FN
534	30	48	person-other	Kandavara Panchayat	FN
536	107	124	other-medical	mineralocorticoid	FP
536	92	106	other-medical	glucocorticoid	FP
536	107	124	other-biologything	mineralocorticoid	FN
536	92	106	other-biologything	glucocorticoid	FN
539	49	52	other-currency	£sd	FN
540	0	4	person-other	Cruz	FP
540	0	4	person-athlete	Cruz	FN
541	3	16	organization-company	Indian Express	FP
541	0	16	organization-media/newspaper	The Indian Express	FN
542	37	48	location-GPE	South Dakota	FP
542	42	48	location-GPE	Dakota	FN
543	12	20	event-attack/battle/war/militaryconflict	Glorious	FP
543	12	30	event-protest	Glorious Revolution	FN
543	160	169	organization-politicalparty	Jacobites	FN
546	77	79	organization-other	US	FP
546	10	35	organization-other	National Science Foundation	FP
546	36	39	organization-other	NSF	FP
546	200	204	organization-other	CSEC	FP
546	60	69	organization-other	Antarctic	FP
546	159	199	organization-other	Albert P. Crary Science and Engineering Center	FP
546	56	59	location-GPE	U.S	FP
546	159	172	person-other	Albert P. Crary	FN
546	56	60	organization-government/governmentagency	U.S .	FN
546	10	35	organization-government/governmentagency	National Science Foundation	FN
546	172	199	building-other	Science and Engineering Center	FN
546	36	39	organization-government/governmentagency	NSF	FN
546	77	79	organization-government/governmentagency	US	FN
546	200	204	building-other	CSEC	FN
547	47	50	location-road/railway/highway/transit	CSX	FP
547	47	50	organization-company	CSX	FN
551	21	32	organization-other	Chilean Navy	FP
551	21	28	location-GPE	Chilean	FN
552	139	148	organization-government/governmentagency	Field Post	FP
552	21	86	organization-other	Corps/Divisional/Area/Border Roads/Assam Rifles/Air Force Postal Units	FN
552	139	155	organization-other	Field Post Offices	FN
553	40	47	location-GPE	Western	FP
553	19	31	person-scholar	Kenneth Clark	FP
553	19	31	person-artist/author	Kenneth Clark	FN
555	29	34	location-GPE	Berry	FP
555	29	39	location-other	Berry Creek	FN
556	71	92	building-other	Carnegie Science Center	FP
556	0	5	person-other	Wigle	FP
556	50	65	building-other	Mattress Factory	FP
556	283	304	event-other	Great Allegheny Passage	FP
556	250	257	event-other	Whiskey	FP
556	108	123	building-other	Allegheny Museum	FP
556	212	217	person-other	Wigle	FP
556	197	207	location-GPE	Washington	FP
556	47	65	building-other	the Mattress Factory	FN
556	197	212	location-GPE	Washington , D.C .	FN
556	105	123	building-other	the Allegheny Museum	FN
556	212	217	organization-company	Wigle	FN
556	0	5	organization-company	Wigle	FN
556	280	304	location-road/railway/highway/transit	the Great Allegheny Passage	FN
556	68	92	building-other	the Carnegie Science Center	FN
557	140	156	person-other	Gemma Prat Termens	FP
557	31	60	person-other	Constantino Fernández Fernández	FP
557	108	126	person-other	Oscar Ferrer Cañadas	FP
557	73	92	person-other	Yolanda Ventura Román	FP
557	174	191	person-other	David Muñoz Forcada	FP
557	73	92	person-artist/author	Yolanda Ventura Román	FN
557	174	191	person-artist/author	David Muñoz Forcada	FN
557	108	126	person-artist/author	Oscar Ferrer Cañadas	FN
557	140	156	person-artist/author	Gemma Prat Termens	FN
557	31	60	person-artist/author	Constantino Fernández Fernández	FN
557	0	7	organization-showorganization	Parchís	FN
558	64	75	location-GPE	North Africa	FP
558	69	75	location-GPE	Africa	FN
559	70	76	other-livingthing	bulbul	FP
562	178	190	location-GPE	Appalachians	FP
562	178	190	location-mountain	Appalachians	FN
563	49	57	person-scholar	D. Shearn	FP
